DeveloperStatus,Age,EdLevel,Employment,WorkExp,WorkExpLevel,YearsCode,YearOfCodingLevel,DevType,OrgSize,OrgSizeCategory,Industry,AIThreat,Career,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,LanguageCount,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,DatabaseCount,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,PlatformCount,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,WebframeCount,DevEnvsHaveWorkedWith,DevEnvsWantToWorkWith,DevEnvsAdmired,DevEnvsCount,AIModelsHaveWorkedWith,AIModelsWantToWorkWith,AIModelsAdmired,AIModelsCount,AIUsageScale,AIWorkflowSentiment,AIAccuracyTrust,AIComplex,AIToolCurrentlyUseFor,PartialAITaskCount,AIToolDontPlanToUseFor,NoAITaskCount,AIToolPlanToPartiallyUseFor,PlannedPartialAITaskCount,AIToolPlanToMostlyUseFor,PlannedMostlyAITaskCount,AIAgents,AIAgentChange,ConvertedCompYearly,JobSat,,
Professional Developer,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,40,Senior,40,Senior,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",Micro,Software Development,No,No Career Change,United States of America,Delphi;HTML/CSS,Delphi;HTML/CSS,Delphi;HTML/CSS,2,Microsoft SQL Server,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,5,Favorable,Somewhat distrust,"Good, but not great ",Writing code;Debugging or fixing code;Learning new concepts or technologies,3,Project planning;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,4,Documenting code;Testing code;Committing and reviewing code,3,Learning about a codebase;Creating or maintaining documentation,2,"No, Planning Soon","Yes, somewhat",75410,9,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,29,Senior,37,Senior,"Developer, full-stack",20 to 99 employees,Small,Healthcare,No,No Career Change,Hong Kong (S.A.R.),C#;Delphi;HTML/CSS;JavaScript;PHP;PowerShell;SQL,C#;Delphi;HTML/CSS;JavaScript;PowerShell,C#;Delphi;HTML/CSS;JavaScript;PowerShell,7,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite,5,APT;Composer;Docker;npm;NuGet,APT;NuGet,APT;NuGet,5,ASP.NET;jQuery;WordPress,ASP.NET;ASP.NET Core,ASP.NET,4,Nano;Visual Studio;Visual Studio Code,Nano;Visual Studio;Visual Studio Code,Nano;Visual Studio;Visual Studio Code,3,Unknown,Unknown,Unknown,1,5,Favorable,Neither trust nor distrust,Neither good nor bad,Search for answers;Learning new concepts or technologies,2,Project planning;Testing code;Deployment and monitoring;Predictive analytics,4,Committing and reviewing code;Generating content or synthetic data,2,Learning about a codebase;Writing code;Documenting code;Debugging or fixing code;Creating or maintaining documentation,5,"No, Planning Soon",Not at all or minimally,75410,7,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,20,Senior,"Developer, full-stack","5,000 to 9,999 employees",Very Large,Energy,No,No Career Change,Australia,C#;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,C#;F#;HTML/CSS;TypeScript;Zig,C#;HTML/CSS;TypeScript,10,Oracle;PostgreSQL;Redis,Oracle;PostgreSQL;Redis,Oracle;PostgreSQL;Redis,3,Unknown,Unknown,Unknown,1,Angular;ASP.NET Core;Node.js,ASP.NET Core,ASP.NET Core,3,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Unfavorable,Highly distrust,I don’t use AI / Don’t know,Unknown,1,Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Predictive analytics;Creating or maintaining documentation,7,Learning about a codebase;Committing and reviewing code;Deployment and monitoring;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,6,Unknown,1,"No, no Plans",Not at all or minimally,75410,8,,
Professional Developer,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,1,Entry,6,Mid,DevOps engineer or professional,"1,000 to 4,999 employees",Large,Government,No,Mild Interest in Changing,United States of America,C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;Swift,Swift;TypeScript,Swift,9,Unknown,Unknown,Unknown,1,Amazon Web Services (AWS);Cloudflare;Docker;Homebrew;Kubernetes;Microsoft Azure;npm;Pip;Prometheus;Splunk;Terraform,Amazon Web Services (AWS);Docker;Homebrew;Terraform,Amazon Web Services (AWS);Docker;Homebrew;Terraform,11,Express;Node.js;React,Express;Node.js;Ruby on Rails,Express;Node.js,4,Claude Code;Jupyter Notebook/JupyterLab;Visual Studio Code;Xcode,Cursor;Xcode;Zed,Xcode,6,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,6,5,Very favorable,Neither trust nor distrust,"Good, but not great ",Learning about a codebase;Writing code;Debugging or fixing code;Search for answers,4,Testing code,1,Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation;Learning new concepts or technologies,7,Unknown,1,"No, no Plans","Yes, somewhat",75410,8,,
Emerging Developer,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,2,Entry,2,Beginner,"Developer, full-stack",Unknown,Unknown,Software Development,No,No Career Change,Australia,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Assembly;Bash/Shell (all shells);Go;Kotlin;R;Rust;Swift,Unknown,17,Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL,Cloud Firestore;Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Dynamodb;MySQL;PostgreSQL,9,Amazon Web Services (AWS);Docker;Gradle;Kubernetes;Maven (build tool);npm;Pip;Poetry;Vite;Yarn,Amazon Web Services (AWS);Cloudflare;Docker;Firebase;Google Cloud;Kubernetes;Microsoft Azure;Netlify;Ninja;Yarn,Amazon Web Services (AWS);Docker;Kubernetes;Yarn,16,Angular;ASP.NET Core;Node.js;React;Spring Boot,Angular;Blazor;Django;Express;Flask;NestJS;Next.js;Vue.js;WordPress,Angular,13,IntelliJ IDEA;Visual Studio;Visual Studio Code,Cursor;Neovim;Sublime Text;Vim;Visual Studio Code,Visual Studio Code,7,DeepSeek (V- General purpose models);Gemini (Flash general purpose models);openAI GPT (chatbot models),openAI GPT (chatbot models);Perplexity Sonar models,openAI GPT (chatbot models),4,5,Very favorable,Neither trust nor distrust,Neither good nor bad,Learning about a codebase;Documenting code;Generating content or synthetic data;Creating or maintaining documentation,4,Predictive analytics,1,Testing code;Deployment and monitoring,2,Project planning;Writing code;Debugging or fixing code;Committing and reviewing code,4,"No, Planning Soon","Yes, somewhat",75410,8,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,Senior,27,Senior,"Developer, full-stack",Less than 20 employees,Micro,Media & Advertising Services,No,No Career Change,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Unknown,Unknown,7,MariaDB;MySQL;SQLite,Dynamodb;Elasticsearch;PostgreSQL;Redis,Unknown,8,Docker;Google Cloud;npm,Unknown,Unknown,4,jQuery;Node.js;Symfony;WordPress,Svelte;Vue.js,Unknown,7,PhpStorm;Visual Studio Code,Unknown,Unknown,3,Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,Unknown,Unknown,7,3,Unfavorable,Highly distrust,Very poor at complex tasks,Project planning;Documenting code;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,5,Learning about a codebase;Deployment and monitoring;Learning new concepts or technologies,3,Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Predictive analytics,5,Unknown,1,"Yes, Weekly","Yes, somewhat",53000,7,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,25,Senior,20,Senior,"Developer, mobile",Unknown,Unknown,Software Development,Yes,Mild Interest in Changing,New Zealand,Bash/Shell (all shells);Dart;Go;Groovy;Java;Kotlin;Python,Bash/Shell (all shells);Dart;Go;Groovy;Java;Kotlin;Python,Bash/Shell (all shells);Dart;Go;Groovy;Java;Kotlin;Python,7,BigQuery;Cloud Firestore;SQLite,BigQuery;Cloud Firestore;Dynamodb;SQLite,BigQuery;Cloud Firestore;SQLite,4,Amazon Web Services (AWS);Datadog;Docker;Firebase;Google Cloud;Gradle;Homebrew;New Relic;npm,Amazon Web Services (AWS);Docker;Firebase;Google Cloud;Gradle;Homebrew;Kubernetes;Terraform,Amazon Web Services (AWS);Docker;Firebase;Google Cloud;Gradle;Homebrew,11,Unknown,Unknown,Unknown,1,Android Studio;Claude Code;Cline and/or Roo;Rider;Vim;Visual Studio Code;Xcode,Android Studio;Claude Code;Cline and/or Roo,Android Studio;Claude Code;Cline and/or Roo,7,Amazon Titan models;Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI Image generating models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI Image generating models,6,5,Favorable,Somewhat distrust,Bad at complex tasks,Learning about a codebase;Writing code;Search for answers;Generating content or synthetic data,4,Project planning;Documenting code;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring;Creating or maintaining documentation,6,Learning new concepts or technologies,1,Testing code;Predictive analytics,2,"Yes, Weekly","Yes, somewhat",138541,8,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Freelancer,30,Senior,30,Senior,"Developer, full-stack",Unknown,Unknown,Fintech,No,No Career Change,New Zealand,Bash/Shell (all shells);C#;F#;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;SQL;TypeScript,F#,F#,11,Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Neo4J,Unknown,7,Amazon Web Services (AWS);Chocolatey;Cloudflare;Datadog;Docker;Gradle;Kubernetes;Make;Maven (build tool);Microsoft Azure;New Relic;npm;NuGet;Pacman;Terraform,Unknown,Unknown,16,ASP.NET Core;Blazor;Next.js;Node.js;React,Unknown,Unknown,6,IntelliJ IDEA;Nano;Notepad++;Visual Studio;Visual Studio Code,Unknown,Unknown,6,Unknown,Unknown,Unknown,1,4,Favorable,Somewhat distrust,Very poor at complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging or fixing code;Generating content or synthetic data,5,Project planning;Testing code;Committing and reviewing code;Search for answers;Learning new concepts or technologies,5,Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,3,Unknown,1,"Yes, Daily","Yes, somewhat",75294,9,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,Mid,4,Mid,"Developer, full-stack",100 to 499 employees,Medium,Healthcare,No,No Career Change,United States of America,JavaScript;TypeScript,Rust,Unknown,4,MongoDB;PostgreSQL;Redis,Unknown,Unknown,4,Amazon Web Services (AWS);Docker;Google Cloud;Homebrew;Kubernetes;New Relic;npm;Terraform,Unknown,Unknown,9,Next.js;Node.js;React,Unknown,Unknown,4,Cursor;Neovim;Vim;Visual Studio Code,Unknown,Unknown,5,openAI GPT (chatbot models);openAI Reasoning models,Unknown,Unknown,3,3,Indifferent,Neither trust nor distrust,Neither good nor bad,Unknown,1,Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Learning new concepts or technologies,5,Learning about a codebase;Project planning;Writing code;Documenting code;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,8,Unknown,1,"Yes, Monthly/Infrequent",Not at all or minimally,130000,8,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,8,Mid,"Developer, full-stack",20 to 99 employees,Small,Unknown,I'm not sure,No Career Change,Australia,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,7,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,2,Unknown,Unknown,Unknown,1,Angular;ASP.NET;ASP.NET Core;jQuery;Node.js;WordPress,Angular;Node.js;React,Angular;Node.js,7,Android Studio;Nano;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,4,Anthropic: Claude Sonnet;openAI GPT (chatbot models);X Grok models,openAI GPT (chatbot models),openAI GPT (chatbot models),3,5,Very favorable,Somewhat trust,Neither good nor bad,Writing code;Debugging or fixing code,2,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation;Other (write in):,9,Unknown,1,Unknown,1,"No, no Plans","Yes, somewhat",97855,5,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24,Senior,34,Senior,"Architect, software or solutions",100 to 499 employees,Medium,Software Development,I'm not sure,Mild Interest in Changing,Japan,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,6,H2;MongoDB;MySQL,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL,4,Unknown,Unknown,Unknown,1,Angular;Deno;NestJS;Node.js;Vue.js,Angular;Node.js;Vue.js,Angular;Node.js;Vue.js,5,IntelliJ IDEA;Vim;Visual Studio Code,IntelliJ IDEA;Vim;Visual Studio Code,IntelliJ IDEA;Vim;Visual Studio Code,3,Unknown,Unknown,Unknown,1,3,Indifferent,Highly distrust,Very poor at complex tasks,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,8,Testing code;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,5,Unknown,1,"No, no Plans","Yes, somewhat",138177,3,,
Non-Developer (Support/Occasional),35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,Senior,8,Mid,"Developer, front-end",100 to 499 employees,Medium,Higher Education,No,Mild Interest in Changing,United States of America,Assembly;C;Go;HTML/CSS;Python;SQL,Lisp;Lua,Unknown,9,Unknown,Unknown,Unknown,1,Amazon Web Services (AWS);Cargo;Homebrew;pnpm,Unknown,Unknown,5,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,3,Unfavorable,Highly distrust,Very poor at complex tasks,Learning new concepts or technologies,1,Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,10,Unknown,1,Learning about a codebase;Search for answers,2,"Yes, Monthly/Infrequent",Not at all or minimally,49000,8,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,12,Senior,"Developer, full-stack","5,000 to 9,999 employees",Very Large,Software Development,Yes,Mild Interest in Changing,United States of America,Go;HTML/CSS;JavaScript;SQL;TypeScript,Go;JavaScript;SQL;TypeScript,Go;JavaScript;SQL;TypeScript,5,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake,6,Amazon Web Services (AWS);Google Cloud;npm;Terraform;Vercel;Webpack;Yarn,Amazon Web Services (AWS);Google Cloud;npm;Terraform;Vercel;Webpack;Yarn,Amazon Web Services (AWS);Google Cloud;npm;Terraform;Vercel;Webpack;Yarn,7,Express;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React,5,Cursor;Visual Studio Code;WebStorm,Cursor;Visual Studio Code,Cursor;Visual Studio Code,3,openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),1,5,Favorable,Somewhat trust,Bad at complex tasks,Learning about a codebase;Writing code;Debugging or fixing code;Search for answers,4,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,8,Unknown,1,Unknown,1,"No, Planning Soon","Yes, to a great extent",180000,7,,
Professional Developer,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Freelancer,25,Senior,25,Senior,"Developer, desktop or enterprise applications",Unknown,Unknown,Software Development,Yes,No Career Change,Colombia,Delphi,Delphi,Delphi,1,Databricks SQL;Firebase Realtime Database,Databricks SQL;Firebase Realtime Database,Databricks SQL;Firebase Realtime Database,2,Firebase,Firebase,Firebase,1,Node.js,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,2,Indifferent,Somewhat distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans","No, but my development work has changed somewhat due to non-AI factors",14681,7,,
Professional Developer,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,1,Entry,2,Beginner,"Developer, desktop or enterprise applications",100 to 499 employees,Medium,Software Development,No,Mild Interest in Changing,Viet Nam,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,5,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;SQLite,3,Unknown,Unknown,Unknown,1,Angular;ASP.NET Core;Express;jQuery;Node.js,Angular;ASP.NET Core,Angular;ASP.NET Core,5,Android Studio;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,3,openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),1,5,Very unfavorable,Highly distrust,Very poor at complex tasks,Learning about a codebase;Writing code;Debugging or fixing code;Deployment and monitoring;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,7,Project planning;Documenting code;Testing code;Committing and reviewing code;Predictive analytics;Generating content or synthetic data,6,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,6496,1,,
Professional Developer,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,9,Mid,9,Senior,"Developer, back-end",Unknown,Unknown,Software Development,No,Strong Interest in Changing,United States of America,Bash/Shell (all shells);C;C++;JavaScript;Python;Rust;SQL;TypeScript,C;Kotlin;Python;Rust;TypeScript,C;Python;Rust;TypeScript,9,MongoDB;SQLite,MySQL;Redis;SQLite,SQLite,4,Ansible;Cargo;Docker;Make;npm;Pip,Ansible;Cargo;Docker;Kubernetes,Ansible;Cargo;Docker,7,FastAPI;React,FastAPI,FastAPI,2,Vim;Visual Studio Code;Xcode,Android Studio;Vim;Visual Studio Code,Vim;Visual Studio Code,4,Anthropic: Claude Sonnet;openAI GPT (chatbot models),Anthropic: Claude Sonnet;openAI GPT (chatbot models),Anthropic: Claude Sonnet;openAI GPT (chatbot models),2,5,Very favorable,Somewhat trust,"Good, but not great ",Debugging or fixing code;Search for answers,2,Unknown,1,Writing code,1,Unknown,1,"No, no Plans","Yes, to a great extent",232000,7,,
